query,resp,rank,IAS,positive,negative,neutral,joy,anger,surprise,disgust,fear,sadness,trust,anticipation
 Spiagge con bandiera b,"Elenco completo delle 485 spiagge Bandiera Blu 2024. 11. Tenno - Spiaggia Grande 12. Bondone - Porto Camarelle 13. Bedollo - Località Piazze 14. Baselga di Pinè - Bar Spiaggia, Alberon, Spiaggia Lido 15. Pergine Valsugana - San Cristoforo 16. Tenna - Spiaggia di Tenna 17. Calceranica al Lago - Alle Barche/Al Pescatore/Riviera 18. Levico Terme - Spiaggia Levico 19. Caldonazzo - Lido/Spiaggetta 20.",1,Bing,23.43,13.28,63.29,13.09,12.69,14.54,9.31,13.1,11.09,13.02,13.15
 Spiagge con bandiera b,"Spiagge italiane Bandiera Blu 2024, l'elenco completo - ViaggiNews.com. La FEE, Foundation for Environmental Education, ha assegnato la Bandiera Blu 2024 alle 236 spiagge italiane più pulite: l'elenco completo.",2,Bing,23.08,18.09,58.83,12.25,12.37,11.91,10.2,12.17,12.07,14.97,14.05
 Spiagge con bandiera b,Bandiera Blu 2024 - tutte le Spiagge italiane premiate - In & Out. Le 236 località e le 485 spiagge premiate con la Bandiera Blu 2024. Nuovi ingressi ed escluse. Una guida turistica per le vacanze estive con mare pulito.,3,Bing,26.35,17.27,56.39,12.92,13.02,13.57,9.54,13.04,12.03,13.22,12.66
 Spiagge con bandiera b,"Scopri tutte le spiagge Bandiera Blu 2024 in Italia, da nord a sud .... Nel 2024, al pari dell'anno precedente, la Lombardia vanta sempre 3 splendide spiagge premiate con la Bandiera Blu, tutte situate sulle rive del lago di Garda in provincia di Brescia. Si tratta di una importante conferma per la Lombardia passata da 1 a 3 Bandiere Blu nel 2023.",4,Bing,31.49,18.86,49.66,12.22,12.52,12.36,9.8,12.55,13.02,14.67,12.87
 Spiagge con bandiera b,"Bandiere Blu 2024: le migliori Spiagge in Italia (regione per regione .... Le Bandiere blu 2024 sono state assegnate a 485 spiagge in 236 comuni. Non solo spiagge però, sono stati premiati gli approdi turistici che scendono da 84 a 81. Prima in classifica la Liguria con 34 località, seconda la Puglia dove sono premiate 26 località con la bandiera blu.",5,Bing,26.5,21.79,51.71,12.49,11.49,12.58,9.54,13.01,11.77,15.94,13.17
 Spiagge con bandiera blu,"Elenco completo delle 485 spiagge Bandiera Blu 2024. TERAMO 112. Martinsicuro – Spiaggia di Villa Rosa, Spiaggia di Martinsicuro 113. Alba Adriatica - Spiaggia d’Argento 114. Tortoreto - Spiaggia del Sole 115. Giulianova - Lungomare Zara, Lungomare Spalato 116. Roseto degli Abruzzi - Lungomare Sud, Lungomare Nord, Lungomare Centrale 117. Pineto - Villa Fumosa, Corfù, Torre Cerra-no, S. Maria a Valle Sud, S. Maria a Valle Nord, Pineto Centro ...",1,Bing,21.52,16.67,61.81,13.53,12.81,13.88,9.29,13.2,11.98,12.46,12.84
 Spiagge con bandiera blu,"Bandiere Blu 2023: 458 spiagge, elenco completo, mappa | Dove Viaggi. Sono 226 i comuni italiani che ospitano le 458 spiagge Bandiera Blu del 2023. Qui trovate l'elenco completo e la mappa delle coste italiane e dei lidi interni, con tutte le regione e le...",2,Bing,22.21,17.31,60.48,11.6,11.59,12.29,9.8,12.7,11.74,15.05,15.24
 Spiagge con bandiera blu,"Spiagge italiane Bandiera Blu 2024, l'elenco completo - ViaggiNews.com. La FEE, Foundation for Environmental Education, ha assegnato la Bandiera Blu 2024 alle 236 spiagge italiane più pulite: l'elenco completo.",3,Bing,23.08,18.09,58.83,12.25,12.37,11.91,10.2,12.17,12.07,14.97,14.05
 Spiagge con bandiera blu,"Bandiera Blu 2024: l’elenco delle eccellenze italiane. Con l’ingresso delle nuove località Bandiera Blu 2024, l’Italia sale a quota 485 spiagge certificate per l’eccellente qualità del mare e le buone pratiche di sostenibilità ambientale, ossia oltre l’11 percento di quelle premiate al mondo: un riconoscimento che attesta, ancora una volta, l’alto livello dell’offerta ...",4,Bing,29.65,19.0,51.35,12.23,11.84,12.18,10.19,12.62,12.04,15.27,13.64
 Spiagge con bandiera blu,"Bandiere Blu 2024: le migliori Spiagge in Italia (regione per regione .... Le Bandiere blu 2024 sono state assegnate a 485 spiagge in 236 comuni. Non solo spiagge però, sono stati premiati gli approdi turistici che scendono da 84 a 81. Prima in classifica la Liguria con 34 località, seconda la Puglia dove sono premiate 26 località con la bandiera blu. Cos'è il Premio Bandiera Blu?",5,Bing,26.13,21.23,52.65,12.93,12.11,12.63,9.33,12.57,12.01,15.52,12.91
 Spiagge con bandiera della loro pulizia,"Bandiere blu 2024 Lista dei Comuni e spiagge più pulite d’Italia. La Liguria si riconferma la regione che ha ricevuto il maggior numero di riconoscimenti per le spiagge più pulite con ben 34 comuni con bandiera blu. Le regioni che hanno ricevuto meno bandiere blu sono il Molise e il fruili Venezia Giualia, con due comuni ciascuno.",1,Bing,28.17,18.63,53.2,12.2,11.14,11.71,9.64,12.79,12.14,17.9,12.48
 Spiagge con bandiera della loro pulizia,"Spiagge italiane Bandiera Blu 2024, l'elenco completo - ViaggiNews.com. La FEE, Foundation for Environmental Education, ha assegnato la Bandiera Blu 2024 alle 236 spiagge italiane più pulite: l’elenco completo. La Bandiera Blu è un riconoscimento internazionale...",2,Bing,23.26,17.38,59.35,12.42,12.25,11.77,10.37,12.12,12.24,15.1,13.74
 Spiagge con bandiera della loro pulizia,"Bandiere Blu 2024: le migliori Spiagge in Italia (regione per regione .... Le Bandiere blu 2024 sono state assegnate a 485 spiagge in 236 comuni. Non solo spiagge però, sono stati premiati gli approdi turistici che scendono da 84 a 81. Prima in classifica la Liguria con 34 località, seconda la Puglia dove sono premiate 26 località con la bandiera blu.",3,Bing,26.5,21.79,51.71,12.49,11.49,12.58,9.54,13.01,11.77,15.94,13.17
 Spiagge con bandiera della loro pulizia,"Assegnate le Bandiere blu 2022: ecco le acque più pulite d'Italia. Ecco le “nuove spiagge” migliori d’Italia e la classifica delle regioni con più Bandiere Blu. L’italia ha nuove spiagge più belle e più pulite. Sono infatti 14 i nuovi ingressi tra località marinare, nonché i borghi sul mare e lacustri che hanno ottenuto per il 2022 la Bandiera Blu.",4,Bing,28.21,21.68,50.12,13.26,12.14,12.1,10.5,13.33,13.09,13.13,12.44
 Spiagge con bandiera della loro pulizia,"Spiagge Bandiere Blu 2024: classifica regioni col mare più pulito. Nel 2024 le Bandiere Blu in Italia sono 236 (10 in più rispetto all'anno scorso). Il podio delle regioni italiane con più spiagge premiate spetta a Liguria (34), Puglia (24) e poi Campania e Calabria a pari merito (20). Ecco la classifica delle regione con più bandiere blu 2024!",5,Bing,27.62,20.81,51.56,12.88,11.6,12.55,9.47,12.43,12.6,15.16,13.31
 Spiagge con bandiera di certificazione della loro pulizia,"Spiagge premiate: i principali riconoscimenti - Spiagge.it. Nel 2023 la quantità più elevata di spiagge con Bandiera Blu si trova in Liguria, la quale ne conta ben 32 tra Imperia, Savona, Genova e La Spezia. Anche alcuni laghi del Trentino Alto-Adige si sono accaparrati una bandiera blu per la pulizia e bellezza delle acque.",1,Bing,29.53,25.11,45.36,13.67,12.88,12.08,10.24,12.3,12.72,14.86,11.25
 Spiagge con bandiera di certificazione della loro pulizia,"Spiagge italiane Bandiera Blu 2024, l'elenco completo - ViaggiNews.com. La FEE, Foundation for Environmental Education, ha assegnato la Bandiera Blu 2024 alle 236 spiagge italiane più pulite: l’elenco completo. La Bandiera Blu è un riconoscimento internazionale...",2,Bing,23.26,17.38,59.35,12.42,12.25,11.77,10.37,12.12,12.24,15.1,13.74
 Spiagge con bandiera di certificazione della loro pulizia,"Bandiere blu 2024 Lista dei Comuni e spiagge più pulite d’Italia. La Liguria si riconferma la regione che ha ricevuto il maggior numero di riconoscimenti per le spiagge più pulite con ben 34 comuni con bandiera blu. Le regioni che hanno ricevuto meno bandiere blu sono il Molise e il fruili Venezia Giualia, con due comuni ciascuno.",3,Bing,28.17,18.63,53.2,12.2,11.14,11.71,9.64,12.79,12.14,17.9,12.48
 Spiagge con bandiera di certificazione della loro pulizia,"Scopri tutte le spiagge Bandiera Blu 2024 in Italia, da nord a sud .... Sono 485 le spiagge italiane che hanno ottenuto il riconoscimento della Bandiera Blu per la stagione estiva 2024 con 10 nuovi Comuni premiati.",4,Bing,23.77,19.89,56.34,13.0,13.43,12.57,9.32,12.1,12.35,14.46,12.77
 Spiagge con bandiera di certificazione della loro pulizia,"BANDIERE BLU PER SPIAGGE E APPRODI TURISTICI. Nel 2024, l’Italia si conferma tra le nazioni con il maggior numero di riconoscimenti, totalizzando 485 Bandiere Blu per le spiagge e 81 per gli approdi turistici, dimostrando un continuo impegno verso la sostenibilità delle località turistiche marine e lacustri.",5,Bing,28.56,18.86,52.58,11.68,11.51,11.85,10.25,12.86,12.29,14.9,14.67
Causa della riduzione del lago aral,"Lago d'Aral: cause, conseguenze e futuro di un disastro ambientale. Il prosciugamento del lago d'Aral, è spesso indicato come la peggiore catastrofe ecologica provocata dall'essere umano. Oggi l'area un tempo ricoperta d'acqua, è una zona desertica che prende il nome Aralkum.",1,Bing,26.44,34.62,38.95,11.19,11.29,12.94,9.99,14.2,12.6,14.18,13.61
Causa della riduzione del lago aral,"Lago d’Aral: storia, cause e conseguenze del disastro ambientale. Negli anni ’60 del scorso secolo, il livello dell’acqua nel Lago d’Aral, a causa dell’abuso delle risorse idriche da parte dell’uomo, iniziò a scendere. Questo fenomeno continua ancora oggi.",2,Bing,25.4,30.7,43.9,11.61,11.94,12.68,10.24,13.28,12.77,14.4,13.07
Causa della riduzione del lago aral,"Lago D’Aral, uno dei più grandi disastri ecologici della storia. A causa dell’evaporazione naturale e della sensibile riduzione della portata di immissione di acqua, il lago ha iniziato quindi inesorabilmente a prosciugarsi. A questo disastro se ne è aggiunto poi anche un altro.",3,Bing,34.33,31.5,34.17,11.18,11.87,12.57,10.01,13.78,13.04,14.73,12.82
Causa della riduzione del lago aral,Cosa è successo al Lago d’Aral? Il perché del ... - Geopop. Le cause del prosciugamento del lago d'Aral. Perché è scomparso? Durante la guerra fredda i corsi dei due fiumi immissari del lago d’Aral vennero deviati per incrementare la coltivazione intensiva di cotone nelle aride zone circostanti.,4,Bing,26.17,31.68,42.14,12.63,12.51,13.03,10.82,13.62,13.03,12.39,11.98
Causa della riduzione del lago aral,"Il disastro ecologico del Lago d'Aral: una storia emblematica - Tuttogreen. Il Lago d’Aral è forse una delle immagini più potenti di disastro ambientale causato dall’uomo. Non solo per la sua gravità in termini assoluti, ma anche per la vicenda incredibile, caratterizzata da una colossale miopia e presunzione.",5,Bing,28.3,30.47,41.23,11.66,12.01,12.16,11.74,13.48,12.99,13.48,12.48
Isola di plastica,"Pacific Trash Vortex - Wikipedia. L'isola costituisce un nuovo ecosistema dove la plastica è colonizzata da circa mille tipi diversi di organismi eterotrofi, autotrofi, predatori e simbionti, tra cui diatomee e batteri, alcuni dei quali apparentemente in grado di degradare la materia plastica e gli idrocarburi.",1,Bing,29.77,26.19,44.04,11.81,12.06,11.76,11.75,13.36,11.92,14.25,13.1
Isola di plastica,"Isola di plastica: cos'è, come si forma e cosa puoi fare tu - L'Ecopost. Cos'è un'isola di plastica? Come nasce? E perchè è un problema per l'ambiente e per l'uomo? Cosa puoi fare per risolvere questo problema? Il nostro spiegone.",2,Bing,28.41,33.89,37.69,11.18,12.71,11.9,9.41,13.7,13.68,15.7,11.72
Isola di plastica,"Great Pacific Garbage Patch, l’isola di plastica grande più ... - Geopop. Scopri cos'è, come si è formata e quanto è grande questa enorme chiazza di spazzatura galleggiante nel mezzo dell'oceano. Guarda il video e leggi le stime degli scienziati su questo fenomeno di inquinamento ambientale.",3,Bing,30.19,23.97,45.84,11.72,12.19,12.46,10.2,14.05,12.19,14.71,12.48
Isola di plastica,"Isole di plastica: cosa sono? • Viviamo Sostenibile. Scopri cos'è un'isola di plastica, come si forma, quali sono le sue conseguenze sull'ambiente e la salute umana. Leggi anche le caratteristiche delle principali isole di plastica nel mondo e le possibili soluzioni per contrastarle.",4,Bing,23.38,20.67,55.95,12.83,12.63,11.69,9.45,12.97,12.34,15.87,12.22
Isola di plastica,"Cosa sono le isole di plastica? - Nieddittas. Le isole di plastica sono estese discariche di rifiuti galleggianti nei mari e negli oceani, con gravi conseguenze per la fauna e l'uomo. Scopri le cause, gli effetti e le possibili soluzioni di questo problema ambientale.",5,Bing,23.43,28.8,47.76,10.77,12.34,11.17,11.68,14.54,13.52,14.25,11.73
Spiagge con certificazione di pulizia ,"Certificazione Iso 13009 spiagge: cos’è e perché farla - Mondo Balneare. Tutto ciò che c'è da sapere sulla certificazione Iso 13009, che attesta la qualità di spiagge e stabilimenti balneari.",1,Bing,23.78,24.21,52.01,11.12,10.52,12.0,9.88,12.08,11.39,18.43,14.57
Spiagge con certificazione di pulizia ,"Certificazione ISO 13009 - Consorzio Obiettivo Spiagge. Gli operatori balneari, scegliendo di certificare la gestione delle spiagge secondo lo standard internazionale ISO 13009 dimostrano una gestione sostenibile delle spiagge e il rispetto di determinati requisiti di qualità del servizio e delle strutture.",2,Bing,25.91,18.91,55.18,11.34,10.89,11.05,10.32,12.42,11.22,18.8,13.97
Spiagge con certificazione di pulizia ,"Certificazione Iso stabilimenti balneari, come funziona - Mondo Balneare. Il processo per ottenere la certificazione ISO 13009 coinvolge tre attori principali: un ente di certificazione che verifica la gestione dello stabilimento balneare e ne attesta la conformità alla norma.",3,Bing,24.47,24.97,50.56,10.59,10.73,11.52,10.09,12.4,10.17,19.04,15.46
Spiagge con certificazione di pulizia ,Certificazione ISO 9001 Spiagge sicure pulite e accessibili per tutti. La norma ISO 13009 “Turismo e servizi connessi. Requisiti e raccomandazioni per il funzionamento della spiaggia” definisce i servizi e le infrastrutture che contraddistinguono spiagge di qualità.,4,Bing,27.67,20.77,51.56,11.48,11.41,12.29,9.56,12.67,10.26,18.06,14.27
Spiagge con certificazione di pulizia ,ISO 13009 - gestione delle spiagge - RINA Italy. La certificazione dimostra una gestione sostenibile delle spiagge e il rispetto dei requisiti di qualità del servizio e delle strutture. Le spiagge sono influenzate da diversi usi e bisogni e sono soggette a una notevole pressione turistica stagionale.,5,Bing,30.28,19.97,49.75,11.56,11.37,11.99,10.45,13.04,11.17,16.94,13.48
Anno con temperature piÃ¹ alte,"Il 2024 è stato l'anno più caldo mai registrato in Europa. Cinque .... La temperatura media globale 2024 di 15.10°C è stata di 0.72°C superiore alla media del periodo compreso tra il 1991 e il 2020 e di 0.12°C superiore al 2023, il precedente anno più caldo. Ciò equivale a 1.6°C al di sopra del periodo 1850-1900: il 2024 è diventato, dunque, il primo anno solare ad aver superato di oltre 1.5°C il livello preindustriale .",1,Bing,35.63,33.41,30.96,12.08,10.46,11.67,9.97,12.61,13.39,15.92,13.91
Anno con temperature piÃ¹ alte,"“Il 2024 l’anno più caldo di sempre ... - Il Fatto Quotidiano. Il 2024 non solo è stato l’anno più caldo mai registrato, ma anche il primo anno in cui la temperatura media globale ha superato quella dell’era preindustriale di oltre 1,5 gradi Celsius. Lo ...",2,Bing,32.02,35.18,32.79,11.76,10.44,12.04,10.25,12.54,13.69,15.28,14.01
Anno con temperature piÃ¹ alte,"Clima, il 2024 è l'anno più caldo di sempre: superati per la prima .... La World Meteorological Organization riporta che nel 2023 la temperatura media globale terrestre è stata di 1,45 °C al di sopra della media pre-industriale. Nei primi 8 mesi del 2024 c’è stato un significativo aumento della temperatura, che ha raggiunto +1,54 °C secondo il Met Office, il servizio meteorologico britannico.",3,Bing,29.67,27.62,42.71,11.71,10.09,12.48,10.29,13.57,12.84,14.04,14.98
Anno con temperature piÃ¹ alte,"Record climatologici mondiali - Wikipedia. La temperatura massima di 57,8 °C, registrata ad Al-'Aziziyah in Libia, il 13 settembre 1922, è stata invalidata dalla Commissione OMM dell'Archivio Climatologico Mondiale di estremi Meteorologici e Climatici, poiché ritenuta una misurazione imprecisa.",4,Bing,29.55,24.58,45.87,10.82,11.18,12.66,9.75,13.47,10.16,15.0,16.97
Anno con temperature piÃ¹ alte,"Il 2024 è il primo anno in cui si superano gli 1.5 ... - la Repubblica. Inoltre, il 2024 è stato il primo anno a registrare un'anomalia di temperatura annuale superiore alla soglia di 1.5°C rispetto al livello preindustriale.Anche la media del biennio 2023-2024 ...",5,Bing,33.78,28.13,38.09,11.29,10.72,11.45,10.21,12.61,12.43,15.74,15.55
Anno con temperature piÃ¹ alte ,"Record climatologici mondiali - Wikipedia. La temperatura massima di 57,8 °C, registrata ad Al-'Aziziyah in Libia, il 13 settembre 1922, è stata invalidata dalla Commissione OMM dell'Archivio Climatologico Mondiale di estremi Meteorologici e Climatici, poiché ritenuta una misurazione imprecisa.",1,Bing,29.55,24.58,45.87,10.82,11.18,12.66,9.75,13.47,10.16,15.0,16.97
Anno con temperature piÃ¹ alte ,"Il 2024 è stato l'anno più caldo mai registrato in Europa. Cinque .... La temperatura media globale 2024 di 15.10°C è stata di 0.72°C superiore alla media del periodo compreso tra il 1991 e il 2020 e di 0.12°C superiore al 2023, il precedente anno più caldo. Ciò equivale a 1.6°C al di sopra del periodo 1850-1900: il 2024 è diventato, dunque, il primo anno solare ad aver superato di oltre 1.5°C il livello preindustriale .",2,Bing,35.63,33.41,30.96,12.08,10.46,11.67,9.97,12.61,13.39,15.92,13.91
Anno con temperature piÃ¹ alte ,"“Il 2024 l’anno più caldo di sempre ... - Il Fatto Quotidiano. Il 2024 non solo è stato l’anno più caldo mai registrato, ma anche il primo anno in cui la temperatura media globale ha superato quella dell’era preindustriale di oltre 1,5 gradi Celsius. Lo ...",3,Bing,32.02,35.18,32.79,11.76,10.44,12.04,10.25,12.54,13.69,15.28,14.01
Anno con temperature piÃ¹ alte ,"Clima, il 2024 è l'anno più caldo di sempre: superati per la prima .... La World Meteorological Organization riporta che nel 2023 la temperatura media globale terrestre è stata di 1,45 °C al di sopra della media pre-industriale. Nei primi 8 mesi del 2024 c’è stato un significativo aumento della temperatura, che ha raggiunto +1,54 °C secondo il Met Office, il servizio meteorologico britannico.",4,Bing,29.67,27.62,42.71,11.71,10.09,12.48,10.29,13.57,12.84,14.04,14.98
Anno con temperature piÃ¹ alte ,"Il 2024 è il primo anno in cui si superano gli 1.5 ... - la Repubblica. Inoltre, il 2024 è stato il primo anno a registrare un'anomalia di temperatura annuale superiore alla soglia di 1.5°C rispetto al livello preindustriale.Anche la media del biennio 2023-2024 ...",5,Bing,33.78,28.13,38.09,11.29,10.72,11.45,10.21,12.61,12.43,15.74,15.55
PerchÃ¨ gli orsi polari stanno diminuendo drasticamente di numero,"Il numero di orsi polari è in aumento - La Stampa. Secondo Sian Henley, studiosa specializzata nell’Oceano Glaciale Antartico presso l'Università di Edimburgo: ""L'apparente aumento del numero di orsi polari è più probabile che rifletta...",1,Bing,28.27,26.72,45.01,10.55,11.32,12.76,9.04,13.17,10.81,17.33,15.02
PerchÃ¨ gli orsi polari stanno diminuendo drasticamente di numero,"Il cambiamento climatico e la sopravvivenza degli orsi polari. “Gli orsi polari dipendono dalle soglie”, ha detto. “Se digiunano per più di un certo numero di giorni, semplicemente‍ non possono sopravvivere”.",2,Bing,33.37,29.48,37.16,10.42,11.05,10.7,10.44,13.7,12.69,16.79,14.21
PerchÃ¨ gli orsi polari stanno diminuendo drasticamente di numero,"Giornata Internazionale dell'Orso Polare: sempre più fragili a causa .... «Se la fusione delle calotte polari e la scomparsa di habitat idonei proseguiranno con il trend degli ultimi decenni, alcuni studi ipotizzano che in soli 35 anni rischiamo di perdere fino al 30% della popolazione di questa specie – spiega il WWF – Le più recenti stime contano tra i 22.000 e i 31.000 individui in natura.",3,Bing,29.13,28.96,41.9,11.46,11.83,11.38,10.87,14.19,12.04,15.22,13.02
PerchÃ¨ gli orsi polari stanno diminuendo drasticamente di numero,"Perché gli orsi polari sono così importanti per l’ecosistema. Stimare il numero di orsi polari presenti oggi in natura è particolarmente complicato: la specie è infatti difficile da censire poiché è elusiva, vive a densità molto basse e l’habitat in cui si trova è spesso impervio o inaccessibile.",4,Bing,36.32,28.07,35.61,11.42,11.06,11.14,12.03,13.25,12.96,15.16,12.99
PerchÃ¨ gli orsi polari stanno diminuendo drasticamente di numero,"Giornata Internazionale dell'orso polare, la specie è a rischio d .... Tra il 2011 e il 2016 proprio nell’area meridionale della Baia di Hudson, è stato stimato un calo della popolazione di orsi polari pari al 17%, con la diminuzione del numero di individui da 943 a 780.",5,Bing,30.77,26.61,42.62,11.15,11.81,11.84,10.3,14.63,11.17,15.09,14.0
Quale nome si usa per definire una persona che ha a cuore ambiente,"Aggettivi per descrivere il CARATTERE di una persona!. CORDIALE o AFFABILE si usano se una persona è amichevole, gentile nei confronti degli altri, anche degli sconosciuti, che non rifiuta mai una chiacchierata o un saluto e che dispensa sorrisi spontanei e calorosi.",1,Bing,40.36,23.89,35.75,13.1,12.5,11.08,11.26,12.7,12.32,15.28,11.77
Quale nome si usa per definire una persona che ha a cuore ambiente,"LISTA DI AGGETTIVI PER DESCRIVERE IL CARATTERE. Aggettivi per descrivere l’apertura e la socievolezza: Socievole: Ama stare in compagnia, è amichevole. Estroverso: Tende a esprimere se stesso e i propri sentimenti, è aperto alle nuove esperienze. Affabile: Ha un modo di fare gentile e piacevole. Cordiale: È amichevole e disponibile. Gioviale: Ha un carattere allegro e spensierato.",2,Bing,40.16,25.05,34.78,13.37,11.1,11.16,11.22,12.8,12.34,15.88,12.12
Quale nome si usa per definire una persona che ha a cuore ambiente,35 aggettivi utili per descrivere il carattere di una persona. Esempio: Mario è una persona molto attenta e non gli sfugge nulla. Esempio: La mia vicina di casa è molto accogliente e mi invita spesso per bere un caffè. Esempi: Paolo è un tipo accomodante e si adatta sempre alle esigenze degli altri. Lucia è molto alla mano e non crea mai problemi.,3,Bing,41.73,24.43,33.84,12.56,12.92,12.71,9.99,12.82,11.82,15.81,11.37
Quale nome si usa per definire una persona che ha a cuore ambiente,"Un elenco completo di 250 aggettivi per descrivere se stessi - CVzen. Descrivere la tua personalità può essere un compito impegnativo. Tuttavia, è essenziale creare un elenco completo di aggettivi per descriverti. Ecco alcuni aggettivi positivi, neutri e negativi per aiutarti in questo compito. Fiducioso: significa che hai fiducia e fiducia in te stesso e non hai paura di parlare con sicurezza delle tue idee.",4,Bing,34.58,27.62,37.8,11.49,10.79,11.79,10.57,13.27,12.39,16.18,13.52
Quale nome si usa per definire una persona che ha a cuore ambiente,"Glossario di termini usati in psicologia - Giuseppe Santonocito. Idea di riferimento - Convinzione che coincidenze ed eventi esterni casuali abbiano un significato particolare e insolito specifico per la persona che la ha. Devono essere distinte dai deliri, nei quali vi è una convinzione che viene sostenuta con insistenza delirante.",5,Bing,36.5,28.17,35.33,10.68,12.09,10.03,12.3,12.9,11.45,17.12,13.42
Conseguenze negative della distruzione della foresta amazzonica,"Quali sono le conseguenze della deforestazione dell’Amazzonia?. La deforestazione dell’Amazzonia è un preoccupante fenomeno di disboscamento delle aree forestali del bacino Amazzonico del Brasile, iniziato negli anni Quaranta e attualmente divenuto di una portata estremamente preoccupante per la salute dell’intero Pianeta.",1,Bing,32.53,23.99,43.47,12.21,11.73,11.15,12.2,15.18,12.15,13.16,12.23
Conseguenze negative della distruzione della foresta amazzonica,"Il dramma della foresta amazzonica: rischi e conseguenze. Il dramma della foresta amazzonica si è aggravato ora con l’avvento al potere in Brasile di Bolsonaro che ha accelerato il processo di sfruttamento dell’area amazzonica, la quale si trova, in maggior parte, nel suo paese.",2,Bing,26.76,25.34,47.91,11.6,13.44,11.77,10.59,13.34,12.2,15.01,12.06
Conseguenze negative della distruzione della foresta amazzonica,"La deforestazione in Amazzonia: un problema globale. La perdita di biodiversità, la minaccia di estinzione per specie uniche e l’aggravamento del riscaldamento globale sono tutti aspetti che rendono la deforestazione della foresta pluviale amazzonica una questione di priorità globale.",3,Bing,26.01,24.95,49.04,11.94,11.31,10.79,11.56,14.59,12.33,14.08,13.41
Conseguenze negative della distruzione della foresta amazzonica,"Deforestazione in Amazzonia: Cause, effetti, fatti e come fermarla. Ci sono molti driver della deforestazione nei paesi che ospitano la foresta amazzonica. Qui sotto ci sono alcune delle preoccupazioni principali, che sono o direttamente causate dalle persone, o sono il risultato dei cambiamenti climatici portati dall’attività umana nella zona.",4,Bing,27.02,27.18,45.79,11.54,12.04,11.63,10.85,14.92,11.03,14.67,13.31
Conseguenze negative della distruzione della foresta amazzonica,"Il disboscamento dell’Amazzonia: cause e conseguenze - Viaggiamo.it. Il disboscamento in Amazzonia è una problematica all’ordine del giorno. Per affrontare la questione, definendone cause e conseguenze, tuttavia, è necessario avere chiaro a cosa ci si riferisce quando si parla di deforestazione.",5,Bing,30.93,31.27,37.8,10.71,11.48,10.9,11.51,14.05,12.8,15.28,13.28
Cosa Ã¨ Ä¾isola di plastica,"Isole di plastica: cosa sono? • Viviamo Sostenibile. Isole di plastica: cosa sono? Ogni anno, nel mondo, 8 milioni di tonnellate di rifiuti – per lo più plastici – finiscono in mare. Spinti dalle correnti, vanno a concentrarsi in determinate zone, dove rimangono intrappolati in vortici acquatici, andando a creare dei veri e propri accumuli, conosciuti anche come isole di plastica.",1,Bing,27.06,31.0,41.94,11.43,11.51,11.89,9.25,13.67,14.6,14.34,13.31
Cosa Ã¨ Ä¾isola di plastica,"Isole di plastica: cosa sono e dove sono - GreenStyle. Il termine isole di plastica è “pittoresco” e realistico allo stesso tempo, in quanto evidenzia la gravità del problema di accumulo di rifiuti nei mari. Si calcola una dispersione di plastica in...",2,Bing,29.78,31.39,38.82,11.62,11.91,10.0,10.97,13.45,13.55,15.55,12.94
Cosa Ã¨ Ä¾isola di plastica,"Isola di plastica: cos'è, come si forma e cosa puoi fare tu - L'Ecopost. Cos'è un'isola di plastica? Come nasce? E perchè è un problema per l'ambiente e per l'uomo? Cosa puoi fare per risolvere questo problema? Il nostro spiegone.",3,Bing,28.41,33.89,37.69,11.18,12.71,11.9,9.41,13.7,13.68,15.7,11.72
Cosa Ã¨ Ä¾isola di plastica,"Cosa sono le isole di plastica? - Nieddittas. Le isole di plastica sono estese discariche di rifiuti galleggianti che si sono accumulati nel tempo nei mari e negli oceani di tutto il mondo. Rifiuti di vario genere, ma specialmente frammenti microscopici di plastica che si trovano sia sulla superficie che nel fondo del mare.",4,Bing,26.29,28.67,45.04,11.96,12.17,12.26,9.52,12.59,13.12,15.41,12.96
Cosa Ã¨ Ä¾isola di plastica,"Isola di plastica: cos'è, dov'è e come si forma - inabottle.it. Cos'è un'isola di plastica. Le isole di plastica, spesso chiamate ""vortici di plastica"" o ""gyre di plastica"", sono accumuli massicci di rifiuti plastici che galleggiano nelle acque degli oceani.",5,Bing,26.15,29.85,43.99,13.54,13.33,15.47,7.79,11.81,11.72,13.66,12.67
Di cosa si occupa il WWF ?,"Di cosa si occupa il WWF? - Sapere.it. Il suo scopo primario è quello di far in modo che l’uomo possa vivere in armonia con la natura tutelando le biodiversità e contrastando il degrado ambientale. A tal proposito, ogni anno il WWF promuove oltre 2000 progetti in tutto mondo.",1,Bing,27.84,21.91,50.25,11.85,11.91,11.13,11.16,12.89,12.81,15.25,13.01
Di cosa si occupa il WWF ?,"WWF - Wikipedia. Il World Wide Fund for Nature, in precedenza denominato World Wildlife Fund e comunemente abbreviato con l' acronimo WWF, è un' organizzazione internazionale non governativa di protezione ambientale con sede nella città di Gland (Svizzera).",2,Bing,22.96,19.88,57.15,11.14,11.38,12.66,10.6,13.81,11.09,15.11,14.21
Di cosa si occupa il WWF ?,"Wwf: cos'è e cosa fa - Ohga. Il Wwf insomma, nell'ambito delle Ong, si è affermato come un punto di riferimento mondiale per la conservazione di habitat e specie in pericolo. Ma in che cosa consiste esattamente la sua attività?",3,Bing,33.35,21.44,45.21,10.84,11.69,11.79,10.37,13.46,10.62,16.85,14.39
