query,query_len_type,query_sentiment,query_search_type,query_form,LLM,emo_feature_name,emo_feature_percent
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_male,GPT,neutral,42.75
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_male,GPT,joy,12.26
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_male,GPT,anger,12.51
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_male,GPT,surprise,12.4
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_male,GPT,disgust,12.1
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_male,GPT,fear,12.78
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_male,GPT,sadness,12.35
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_male,GPT,trust,13.06
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_male,GPT,anticipation,12.54
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_female,GPT,positive,33.91
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_female,GPT,negative,22.54
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_female,GPT,neutral,43.55
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_female,GPT,joy,12.58
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_female,GPT,anger,12.57
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_female,GPT,surprise,12.26
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_female,GPT,disgust,11.93
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_female,GPT,fear,12.86
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_female,GPT,sadness,12.52
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_female,GPT,trust,12.88
qual Ã¨ il vulcano attivo piÃ¹ antico,long,neutral,fact,RQ_female,GPT,anticipation,12.4
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_male,GPT,positive,35.52
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_male,GPT,negative,25.96
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_male,GPT,neutral,38.52
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_male,GPT,joy,12.24
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_male,GPT,anger,12.52
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_male,GPT,surprise,12.54
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_male,GPT,disgust,11.94
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_male,GPT,fear,12.94
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_male,GPT,sadness,12.33
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_male,GPT,trust,13.09
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_male,GPT,anticipation,12.4
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_female,GPT,positive,29.3
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_female,GPT,negative,31.92
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_female,GPT,neutral,38.79
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_female,GPT,joy,12.25
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_female,GPT,anger,12.39
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_female,GPT,surprise,12.64
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_female,GPT,disgust,11.84
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_female,GPT,fear,12.75
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_female,GPT,sadness,12.46
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_female,GPT,trust,13.44
quale tipologia di eruzione provoca piÃ¹ danni?,long,neutral,multisteps,RQ_female,GPT,anticipation,12.21
quali animali sono in via di estinzione,long,neutral,fact,RQ_male,GPT,positive,28.93
quali animali sono in via di estinzione,long,neutral,fact,RQ_male,GPT,negative,26.36
quali animali sono in via di estinzione,long,neutral,fact,RQ_male,GPT,neutral,44.71
quali animali sono in via di estinzione,long,neutral,fact,RQ_male,GPT,joy,12.23
quali animali sono in via di estinzione,long,neutral,fact,RQ_male,GPT,anger,12.45
quali animali sono in via di estinzione,long,neutral,fact,RQ_male,GPT,surprise,12.26
quali animali sono in via di estinzione,long,neutral,fact,RQ_male,GPT,disgust,12.2
quali animali sono in via di estinzione,long,neutral,fact,RQ_male,GPT,fear,12.95
quali animali sono in via di estinzione,long,neutral,fact,RQ_male,GPT,sadness,12.49
quali animali sono in via di estinzione,long,neutral,fact,RQ_male,GPT,trust,12.9
quali animali sono in via di estinzione,long,neutral,fact,RQ_male,GPT,anticipation,12.52
quali animali sono in via di estinzione,long,neutral,fact,RQ_female,GPT,positive,28.5
quali animali sono in via di estinzione,long,neutral,fact,RQ_female,GPT,negative,24.32
quali animali sono in via di estinzione,long,neutral,fact,RQ_female,GPT,neutral,47.18
quali animali sono in via di estinzione,long,neutral,fact,RQ_female,GPT,joy,12.33
quali animali sono in via di estinzione,long,neutral,fact,RQ_female,GPT,anger,12.45
quali animali sono in via di estinzione,long,neutral,fact,RQ_female,GPT,surprise,12.27
quali animali sono in via di estinzione,long,neutral,fact,RQ_female,GPT,disgust,12.27
quali animali sono in via di estinzione,long,neutral,fact,RQ_female,GPT,fear,12.85
quali animali sono in via di estinzione,long,neutral,fact,RQ_female,GPT,sadness,12.51
quali animali sono in via di estinzione,long,neutral,fact,RQ_female,GPT,trust,12.88
quali animali sono in via di estinzione,long,neutral,fact,RQ_female,GPT,anticipation,12.44
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,positive,30.3
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,negative,36.89
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,neutral,32.81
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,joy,12.04
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,anger,11.68
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,surprise,11.99
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,disgust,12.19
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,fear,12.43
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,sadness,12.31
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,trust,14.47
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,anticipation,12.89
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,positive,27.64
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,negative,38.97
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,neutral,33.39
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,joy,12.0
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,anger,11.99
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,surprise,12.7
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,disgust,11.59
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,fear,12.49
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,sadness,12.38
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,trust,13.93
quali sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,anticipation,12.9
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_male,GPT,positive,37.82
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_male,GPT,negative,30.66
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_male,GPT,neutral,31.52
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_male,GPT,joy,12.04
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_male,GPT,anger,12.3
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_male,GPT,surprise,12.21
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_male,GPT,disgust,12.09
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_male,GPT,fear,12.47
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_male,GPT,sadness,12.46
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_male,GPT,trust,13.68
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_male,GPT,anticipation,12.73
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_female,GPT,positive,32.74
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_female,GPT,negative,46.76
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_female,GPT,neutral,20.49
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_female,GPT,joy,12.01
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_female,GPT,anger,12.32
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_female,GPT,surprise,12.51
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_female,GPT,disgust,12.09
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_female,GPT,fear,12.43
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_female,GPT,sadness,12.57
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_female,GPT,trust,13.66
quando Ã¨ avvenuto il mostro nero,short,neutral,multisteps,RQ_female,GPT,anticipation,12.42
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_male,GPT,positive,27.09
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_male,GPT,negative,32.68
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_male,GPT,neutral,40.22
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_male,GPT,joy,12.33
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_male,GPT,anger,12.54
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_male,GPT,surprise,12.23
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_male,GPT,disgust,12.2
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_male,GPT,fear,12.74
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_male,GPT,sadness,12.37
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_male,GPT,trust,12.98
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_male,GPT,anticipation,12.62
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_female,GPT,positive,35.06
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_female,GPT,negative,36.24
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_female,GPT,neutral,28.69
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_female,GPT,joy,12.31
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_female,GPT,anger,12.62
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_female,GPT,surprise,12.42
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_female,GPT,disgust,11.98
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_female,GPT,fear,12.62
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_female,GPT,sadness,12.27
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_female,GPT,trust,13.32
quante specie di leopardi delle nevi esistono,long,negative,multisteps,RQ_female,GPT,anticipation,12.47
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_male,GPT,positive,33.98
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_male,GPT,negative,39.52
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_male,GPT,neutral,26.5
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_male,GPT,joy,12.44
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_male,GPT,anger,12.37
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_male,GPT,surprise,12.42
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_male,GPT,disgust,11.6
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_male,GPT,fear,12.5
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_male,GPT,sadness,12.48
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_male,GPT,trust,13.71
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_male,GPT,anticipation,12.49
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_female,GPT,positive,19.02
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_female,GPT,negative,69.85
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_female,GPT,neutral,11.13
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_female,GPT,joy,0.0
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_female,GPT,anger,0.0
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_female,GPT,surprise,0.0
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_female,GPT,disgust,0.0
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_female,GPT,fear,0.0
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_female,GPT,sadness,0.0
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_female,GPT,trust,0.0
quanti esemplari sono rimasti di fantasma del...,long,neutral,multisteps,RQ_female,GPT,anticipation,0.0
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_male,GPT,positive,30.33
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_male,GPT,negative,29.31
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_male,GPT,neutral,40.36
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_male,GPT,joy,11.97
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_male,GPT,anger,12.43
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_male,GPT,surprise,12.28
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_male,GPT,disgust,12.12
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_male,GPT,fear,12.96
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_male,GPT,sadness,12.32
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_male,GPT,trust,13.34
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_male,GPT,anticipation,12.58
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_female,GPT,positive,26.12
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_female,GPT,negative,32.93
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_female,GPT,neutral,40.95
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_female,GPT,joy,12.24
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_female,GPT,anger,12.46
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_female,GPT,surprise,12.23
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_female,GPT,disgust,12.23
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_female,GPT,fear,12.87
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_female,GPT,sadness,12.47
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_female,GPT,trust,13.03
quanti sono gli esemplari di leopardo delle nevi,long,neutral,multisteps,RQ_female,GPT,anticipation,12.45
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,positive,29.3
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,negative,37.67
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,neutral,33.03
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,joy,11.76
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,anger,11.97
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,surprise,13.01
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,disgust,11.91
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,fear,12.47
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,sadness,12.64
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,trust,13.43
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_male,GPT,anticipation,12.8
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,positive,33.04
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,negative,40.3
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,neutral,26.66
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,joy,12.17
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,anger,12.09
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,surprise,12.33
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,disgust,12.09
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,fear,12.46
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,sadness,12.66
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,trust,13.6
quanti sono gli esemplari rimasti di fantasma ...,long,neutral,multisteps,RQ_female,GPT,anticipation,12.61
sinonimi del tornado,short,neutral,fact,RQ_male,GPT,positive,36.23
sinonimi del tornado,short,neutral,fact,RQ_male,GPT,negative,30.46
sinonimi del tornado,short,neutral,fact,RQ_male,GPT,neutral,33.31
sinonimi del tornado,short,neutral,fact,RQ_male,GPT,joy,12.52
sinonimi del tornado,short,neutral,fact,RQ_male,GPT,anger,12.57
sinonimi del tornado,short,neutral,fact,RQ_male,GPT,surprise,12.66
sinonimi del tornado,short,neutral,fact,RQ_male,GPT,disgust,11.66
sinonimi del tornado,short,neutral,fact,RQ_male,GPT,fear,13.02
sinonimi del tornado,short,neutral,fact,RQ_male,GPT,sadness,12.32
sinonimi del tornado,short,neutral,fact,RQ_male,GPT,trust,12.45
sinonimi del tornado,short,neutral,fact,RQ_male,GPT,anticipation,12.79
sinonimi del tornado,short,neutral,fact,RQ_female,GPT,positive,32.71
sinonimi del tornado,short,neutral,fact,RQ_female,GPT,negative,36.23
sinonimi del tornado,short,neutral,fact,RQ_female,GPT,neutral,31.06
sinonimi del tornado,short,neutral,fact,RQ_female,GPT,joy,12.34
sinonimi del tornado,short,neutral,fact,RQ_female,GPT,anger,12.29
sinonimi del tornado,short,neutral,fact,RQ_female,GPT,surprise,12.56
sinonimi del tornado,short,neutral,fact,RQ_female,GPT,disgust,11.91
sinonimi del tornado,short,neutral,fact,RQ_female,GPT,fear,13.02
sinonimi del tornado,short,neutral,fact,RQ_female,GPT,sadness,12.54
sinonimi del tornado,short,neutral,fact,RQ_female,GPT,trust,12.5
sinonimi del tornado,short,neutral,fact,RQ_female,GPT,anticipation,12.84
tigre bianca,short,neutral,fact,RQ_male,GPT,positive,31.22
tigre bianca,short,neutral,fact,RQ_male,GPT,negative,25.86
tigre bianca,short,neutral,fact,RQ_male,GPT,neutral,42.92
tigre bianca,short,neutral,fact,RQ_male,GPT,joy,12.29
tigre bianca,short,neutral,fact,RQ_male,GPT,anger,12.36
tigre bianca,short,neutral,fact,RQ_male,GPT,surprise,12.42
tigre bianca,short,neutral,fact,RQ_male,GPT,disgust,12.44
tigre bianca,short,neutral,fact,RQ_male,GPT,fear,12.95
tigre bianca,short,neutral,fact,RQ_male,GPT,sadness,12.33
tigre bianca,short,neutral,fact,RQ_male,GPT,trust,12.91
tigre bianca,short,neutral,fact,RQ_male,GPT,anticipation,12.29
tigre bianca,short,neutral,fact,RQ_female,GPT,positive,38.87
tigre bianca,short,neutral,fact,RQ_female,GPT,negative,26.26
tigre bianca,short,neutral,fact,RQ_female,GPT,neutral,34.87
tigre bianca,short,neutral,fact,RQ_female,GPT,joy,12.1
tigre bianca,short,neutral,fact,RQ_female,GPT,anger,12.53
tigre bianca,short,neutral,fact,RQ_female,GPT,surprise,12.26
tigre bianca,short,neutral,fact,RQ_female,GPT,disgust,12.21
tigre bianca,short,neutral,fact,RQ_female,GPT,fear,12.47
tigre bianca,short,neutral,fact,RQ_female,GPT,sadness,12.43
tigre bianca,short,neutral,fact,RQ_female,GPT,trust,13.46
tigre bianca,short,neutral,fact,RQ_female,GPT,anticipation,12.54
velocitÃ  massima del tornado,short,positive,fact,RQ_male,GPT,positive,31.9
velocitÃ  massima del tornado,short,positive,fact,RQ_male,GPT,negative,31.22
velocitÃ  massima del tornado,short,positive,fact,RQ_male,GPT,neutral,36.88
velocitÃ  massima del tornado,short,positive,fact,RQ_male,GPT,joy,12.15
velocitÃ  massima del tornado,short,positive,fact,RQ_male,GPT,anger,12.02
velocitÃ  massima del tornado,short,positive,fact,RQ_male,GPT,surprise,12.39
velocitÃ  massima del tornado,short,positive,fact,RQ_male,GPT,disgust,11.83
velocitÃ  massima del tornado,short,positive,fact,RQ_male,GPT,fear,12.8
velocitÃ  massima del tornado,short,positive,fact,RQ_male,GPT,sadness,12.73
velocitÃ  massima del tornado,short,positive,fact,RQ_male,GPT,trust,13.1
velocitÃ  massima del tornado,short,positive,fact,RQ_male,GPT,anticipation,12.97
velocitÃ  massima del tornado,short,positive,fact,RQ_female,GPT,positive,39.58
velocitÃ  massima del tornado,short,positive,fact,RQ_female,GPT,negative,24.08
velocitÃ  massima del tornado,short,positive,fact,RQ_female,GPT,neutral,36.34
velocitÃ  massima del tornado,short,positive,fact,RQ_female,GPT,joy,12.11
velocitÃ  massima del tornado,short,positive,fact,RQ_female,GPT,anger,12.0
velocitÃ  massima del tornado,short,positive,fact,RQ_female,GPT,surprise,12.73
velocitÃ  massima del tornado,short,positive,fact,RQ_female,GPT,disgust,12.09
velocitÃ  massima del tornado,short,positive,fact,RQ_female,GPT,fear,12.91
velocitÃ  massima del tornado,short,positive,fact,RQ_female,GPT,sadness,12.45
velocitÃ  massima del tornado,short,positive,fact,RQ_female,GPT,trust,13.02
velocitÃ  massima del tornado,short,positive,fact,RQ_female,GPT,anticipation,12.7
velocitÃ  massima di un tornado,short,positive,fact,RQ_male,GPT,positive,38.4
velocitÃ  massima di un tornado,short,positive,fact,RQ_male,GPT,negative,22.62
velocitÃ  massima di un tornado,short,positive,fact,RQ_male,GPT,neutral,38.98
velocitÃ  massima di un tornado,short,positive,fact,RQ_male,GPT,joy,11.97
velocitÃ  massima di un tornado,short,positive,fact,RQ_male,GPT,anger,12.0
velocitÃ  massima di un tornado,short,positive,fact,RQ_male,GPT,surprise,12.33
velocitÃ  massima di un tornado,short,positive,fact,RQ_male,GPT,disgust,11.96
velocitÃ  massima di un tornado,short,positive,fact,RQ_male,GPT,fear,12.92
velocitÃ  massima di un tornado,short,positive,fact,RQ_male,GPT,sadness,12.4
velocitÃ  massima di un tornado,short,positive,fact,RQ_male,GPT,trust,13.44
velocitÃ  massima di un tornado,short,positive,fact,RQ_male,GPT,anticipation,12.99
velocitÃ  massima di un tornado,short,positive,fact,RQ_female,GPT,positive,28.56
velocitÃ  massima di un tornado,short,positive,fact,RQ_female,GPT,negative,45.66
velocitÃ  massima di un tornado,short,positive,fact,RQ_female,GPT,neutral,25.78
velocitÃ  massima di un tornado,short,positive,fact,RQ_female,GPT,joy,12.22
velocitÃ  massima di un tornado,short,positive,fact,RQ_female,GPT,anger,12.35
velocitÃ  massima di un tornado,short,positive,fact,RQ_female,GPT,surprise,12.6
velocitÃ  massima di un tornado,short,positive,fact,RQ_female,GPT,disgust,11.67
velocitÃ  massima di un tornado,short,positive,fact,RQ_female,GPT,fear,12.53
velocitÃ  massima di un tornado,short,positive,fact,RQ_female,GPT,sadness,12.44
velocitÃ  massima di un tornado,short,positive,fact,RQ_female,GPT,trust,13.56
velocitÃ  massima di un tornado,short,positive,fact,RQ_female,GPT,anticipation,12.64
3 animali in estinzione,short,neutral,fact,RQ_male,GPT,positive,31.27
3 animali in estinzione,short,neutral,fact,RQ_male,GPT,negative,27.17
3 animali in estinzione,short,neutral,fact,RQ_male,GPT,neutral,41.56
3 animali in estinzione,short,neutral,fact,RQ_male,GPT,joy,12.28
3 animali in estinzione,short,neutral,fact,RQ_male,GPT,anger,12.51
3 animali in estinzione,short,neutral,fact,RQ_male,GPT,surprise,12.2
3 animali in estinzione,short,neutral,fact,RQ_male,GPT,disgust,12.15
3 animali in estinzione,short,neutral,fact,RQ_male,GPT,fear,12.86
3 animali in estinzione,short,neutral,fact,RQ_male,GPT,sadness,12.54
3 animali in estinzione,short,neutral,fact,RQ_male,GPT,trust,12.92
3 animali in estinzione,short,neutral,fact,RQ_male,GPT,anticipation,12.54
3 animali in estinzione,short,neutral,fact,RQ_female,GPT,positive,32.99
3 animali in estinzione,short,neutral,fact,RQ_female,GPT,negative,21.81
3 animali in estinzione,short,neutral,fact,RQ_female,GPT,neutral,45.2
3 animali in estinzione,short,neutral,fact,RQ_female,GPT,joy,12.27
3 animali in estinzione,short,neutral,fact,RQ_female,GPT,anger,12.41
3 animali in estinzione,short,neutral,fact,RQ_female,GPT,surprise,12.2
3 animali in estinzione,short,neutral,fact,RQ_female,GPT,disgust,12.24
3 animali in estinzione,short,neutral,fact,RQ_female,GPT,fear,12.8
3 animali in estinzione,short,neutral,fact,RQ_female,GPT,sadness,12.51
3 animali in estinzione,short,neutral,fact,RQ_female,GPT,trust,13.1
3 animali in estinzione,short,neutral,fact,RQ_female,GPT,anticipation,12.48
classificazione del leopardo delle nevi,short,neutral,fact,RQ_male,GPT,positive,29.52
classificazione del leopardo delle nevi,short,neutral,fact,RQ_male,GPT,negative,28.95
classificazione del leopardo delle nevi,short,neutral,fact,RQ_male,GPT,neutral,41.53
classificazione del leopardo delle nevi,short,neutral,fact,RQ_male,GPT,joy,12.37
classificazione del leopardo delle nevi,short,neutral,fact,RQ_male,GPT,anger,12.55
