QID,Query,Prompt Type,Task Sentiment,IAS,Resp,Rank,date_generated
qGEN2230,quali sono le coordinate geografiche ,General,,Bing,"Coordinate geografiche - Wikipedia. Per questo quando si parla di coordinate geografiche si deve menzionare anche il suo datum, ovvero il suo ellissoide di riferimento e il suo orientamento. Oggi il più usato (anche da Wikipedia, nel campo coordinate delle località) ...",1,2020
qGEN2231,quali sono le coordinate geografiche ,General,,Bing,"Latitudine e Longitudine: cosa sono? - Focus Junior. Le coordinate geografiche sono gli strumenti che servono per identificare un punto nello spazio o, nello specifico, sulla superficie terrestre.. Come fanno ad esempio i cartografi a definire l'esatta posizione di Pechino rispetto a Mosca o Madrid su una mappa geografica? Proprio grazie a queste coordinate che offrono i giusti punti di riferimento per una corretta misurazione.",2,2020
qGEN2232,quali sono le coordinate geografiche ,General,,Bing,"Coordinate geografiche - youmath.it. Calcolo delle coordinate geografiche. Sebbene le coordinate geografiche siano tre, in realtà per individuare con precisione un punto sulla superficie terrestre sono sufficienti latitudine e longitudine. Quindi, qualsiasi strumento online per il calcolo delle coordinate geografiche fornirà latitudine e longitudine della località scelta.",3,2020
qGEN2233,quali sono le coordinate geografiche ,General,,Bing,"Definizione di latitudine e longitudine - Skuola.net. Appunto di geografia che descrive che cos'è la latitudine e la longitudine, le quali sono importantissime coordinate terrestri, con analisi delle posizioni geografiche,",4,2020
qGEN2234,quali sono le coordinate geografiche ,General,,Bing,"Coordinate geografiche - Studentville. Le coordinate geografiche sono la latitudine e la longitudine. Le coordinate geografiche vengono utilizzate per individuare la posizione di un punto sulla superficie terrestre, facendo riferimento a Meridiani e Paralleli, che sono circonferenze immaginarie verticali e orizzontali.",5,2020
qGEN2240,chi era san giuseppe,General,,Bing,"San Giuseppe - Wikipedia. Nel 1597 furono pubblicate a Roma le prime Litanie di san Giuseppe, nel 1659 approvato il Cingolo o Cordone di san Giuseppe, nel 1850 la Coroncina di san Giuseppe, lo Scapolare di san Giuseppe nel 1893, per ordine della Santa Sede.",1,2020
qGEN2241,chi era san giuseppe,General,,Bing,"San Giuseppe - santiebeati.it. Questa celebrazione ha profonde radici bibliche; Giuseppe è l'ultimo patriarca che riceve le comunicazioni del Signore attraverso l'umile via dei sogni. Come l'antico Giuseppe, è l'uomo giusto e fedele (Mt 1,19) che Dio ha posto a custode della sua casa. Egli collega Gesù, re messianico, alla discendenza di Davide. Sposo di Maria e padre putativo, guida la Sacra Famiglia nella fuga e nel ...",2,2020
qGEN2242,chi era san giuseppe,General,,Bing,"San Giuseppe Lavoratore | Giorno | Quando si festeggia S .... Giuseppe . Vita e opere. Della vita di San Giuseppe non si sa molto. Nei Vangeli la sua figura compare solo in relazione al suo essere sposo di Maria, ed alla nascita di Gesù. Era un falegname, originario di Betlemme, e sposò Maria ancora giovinetta, mentre lui era un uomo avanti con gli anni.",3,2020
qGEN2243,chi era san giuseppe,General,,Bing,"San Giuseppe: chi era davvero il ""papà"" di Gesù?. San Giuseppe, secondo la fede Cristiana, era il marito di Maria e quindi il “patrigno” di Gesù. Per questo motivo è il protettore dei padri e nel giorno in cui si celebra secondo il calendario liturgico, il 19 marzo, viene celebrata anche la “Festa del papà”.Sul capo della Sacra Famiglia non si sa molto, se non quanto riportato nei Vangeli di Matteo e Luca.",4,2020
qGEN2244,chi era san giuseppe,General,,Bing,"San Giuseppe - santiebeati.it. San Giuseppe Sposo della Beata Vergine Maria. 19 marzo: Questa celebrazione ha profonde radici bibliche; Giuseppe è l'ultimo patriarca che riceve le comunicazioni del Signore attraverso l'umile via dei sogni. Come l'antico Giuseppe, è l'uomo giusto e fedele (Mt 1,19) che Dio ha posto a custode della sua casa.",5,2020
qGEN2250,come e nata la festa del papa,General,,Bing,"Festa del papà: com'è nata questa festa e come si festeggia. Oggi si sente spesso affermare che la figura paterna è in crisi, e in parte ritengo che sia vero, essere padre è ben diverso da essere maschio riproduttore, ma non voglio affrontare un argomento che ci porterebbe lontano, per cui mi limito a raccontarvi di com'è nata questa festa e di come si festeggia.",1,2020
qGEN2251,come e nata la festa del papa,General,,Bing,"Com'è nata la Festa del Papà - YouTube. Com'è nata la Festa del Papà ... La festa del papà non si festeggia solo il 19 Marzo, nel mondo. Scopri tutte le date e le varie ricorrenze degli altri paesi con il nostro video!",2,2020
qGEN2252,come e nata la festa del papa,General,,Bing,"Festa del papà: com'è nata questa festa e come si festeggia. Festa del papà: com'è nata questa festa e come si festeggia Oliviero Spada Il diciannove di marzo ricorre la “ Festa del papà e della paternità ”, una ricorrenza a mio avviso che è bene che si festeggi, poiché anche essere padre è un’esperienza di vita indimenticabile, almeno per quei padri responsabili e maturi.",3,2020
qGEN2253,come e nata la festa del papa,General,,Bing,"Festa del papà - Wikipedia. La festa del papà è una ricorrenza civile diffusa in alcune aree del mondo, celebrata in onore della figura del padre, della paternità e dell'influenza sociale dei padri.Nella Svizzera italiana è elevata a festività a tutti gli effetti.. La data in cui si festeggia è alquanto variabile da Paese a Paese (si veda il capitolo ""Data e associazione",4,2020
qGEN2254,come e nata la festa del papa,General,,Bing,"Festa del Papà, com'è nata - bigliettino e idee per .... Come ben sai nel nostro paese la Festa del Papà è il 19 marzo, festa di San Giuseppe che, nella religione cristiana è associata al padre putativo di Gesù. Essendo l’italia un paese a tradizione cattolica cristiana, sopratutto per la presenza del Vaticano, fu scelta questa data.",5,2020
qGEN2260,quali sono due ingredienti del dolce tipico della festa del papa,General,,Bing,La ricetta delle zeppole di San Giuseppe: tutta la .... La ricetta delle zeppole di San Giuseppe: tutta la dolcezza della Festa del Papà. Il maestro pasticciere di Scaturchio racconta trucchi e segreti per riproporre a casa uno dei dessert più famosi ...,1,2020
qGEN2261,quali sono due ingredienti del dolce tipico della festa del papa,General,,Bing,Festa del papà: quali sono le ricette più famose per .... Quali sono le preparazioni più tradizionali per la festa del papà. Un po' di idee per fare una sorpresa nel giorno di San Giuseppe. Quali sono le preparazioni più tradizionali per la festa del papà. Un po' di idee per fare una sorpresa nel giorno di San Giuseppe ... Nelle regioni dell'Italia centro-meridionale è un dolce tipico della festa ...,2,2020
qGEN2262,quali sono due ingredienti del dolce tipico della festa del papa,General,,Bing,"Festa del Papà: ricorrenza mondiale tra tradizioni e dolci .... Nell’Italia settentrionale, invece, il dolce tipico della festività è la Raviola. Ma quest’anno, la ricorrenza non riguarda solamente la tradizione o le abitudini alimentari, ma anche la dialettica sociale e politica: ad esempio, è esploso un caso in merito in una scuola materna del quartiere Isola di Milano.",3,2020
qGEN2263,quali sono due ingredienti del dolce tipico della festa del papa,General,,Bing,"Zeppole fritte | festa del papà | Raffika & Le sue Mani in .... Le zeppole di San Giuseppe fritte sono un dolce tipico della festa del papà, che ricorre appunto il 19 marzo, preparate per celebrare la figura di San Giuseppe, da qui il loro nome. É un tipico dolce partenopeo, preparato ormai in varie regioni, con varianti leggermente diverse. Quest’anno vi propongo le zeppole fritte, una versione meno light di quelle al forno, più leggere e meno ...",4,2020
qGEN2264,quali sono due ingredienti del dolce tipico della festa del papa,General,,Bing,"Zeppole di San Giuseppe (e non solo): dolci tipici per .... In occasione della festa del papà, tipici dolci del Centro Italia sono, invece, i bignè fritti e ripieni, con farcitura di crema o ricotta. Gli ingredienti necessari per l'impasto di questo ...",5,2020
qGEN2270,qual e la regione con piÃ¹ squadre di basket,General,,Bing,"Classifica squadra di club di calcio più titolata al mondo. Il resto della classifica vede a quota 18 il Milan e il Boca Juniors attualmente appaiate al terzo posto.I rossoneri hanno sin qui vinto nella propria storia 7 Coppe dei Campioni d’Europa/Champions League, 2 Coppe delle Coppe, 5 Supercoppe UEFA, 3 Coppe Intercontinentali e 1 Coppa del mondo per club FIFA.",1,2020
qGEN2271,qual e la regione con piÃ¹ squadre di basket,General,,Bing,"L'obiettivo della Sam Basket: 'Ripeterci e migliorarci .... L'obiettivo della Sam Basket: 'Ripeterci e migliorarci' È quanto auspica il presidente Luigi Bruschetti. Il quale a sorpresa ha annunciato che lascerà la carica di numero uno del club, dopo ben ...",2,2020
qGEN2272,qual e la regione con piÃ¹ squadre di basket,General,,Bing,"Successo per la lezione P.A.O. di Marco Rota | Dinamo Sassari. Il P.A.O., progetto di aggiornamento obbligatorio per allenatori di basket, ieri ha fatto tappa a Sassari in una delle ripetute e funzionali occasioni di approfondimento offerte ai tecnici della palla a spicchi isolana ed italiana, che grazie a questi incontri organizzati dal Cna hanno la possibilità di raccogliere i crediti necessari alla ...",3,2020
qGEN2273,qual e la regione con piÃ¹ squadre di basket,General,,Bing,"Qual è la provincia italiana con più squadre nei .... Qual è la provincia italiana con più squadre nei campionati professionistici? ... Le province con più squadre tra A/B/C1 e C2 sono in tutto 6, tutte con 4 squadre. Nell'ordine: ... basket,pallavolo maschile e femminile e rugby. Manca solo il calcio! Approposito, tante delle quadre ke ho elencato sono al top nei propri campionati lottando ...",4,2020
qGEN2274,qual e la regione con piÃ¹ squadre di basket,General,,Bing,"Basket, Rivoluzione B: tre dirette in tv e tutto sul web .... La Serie B rivoluziona il modo di presentare il basket sui media. E' la sfida di Franco Curioni, presidente di Casalpusterlengo e della Lega Nazionale (B e C) che, dal prossimo campionato, oltre alle dirette Â«tradizionaliÂ», offrirÃ tutte le partite della B d'eccellenza dal lunedÃ¬ su Internet. Â«E' la base per la nascita di una LNP Tv.",5,2020
qGEN2280,quale squadra di basket ha piÃ¹ anni di attivitÃ ,General,,Bing,"Vercelli, tenta di investire la figlia di 20 anni con l .... Vercelli, tenta di investire la figlia di 20 anni con l'auto: ""Vuole vivere all'italiana"" L'uomo, di origine marocchina, arrestato per tentato omicidio.",1,2020
qGEN2281,quale squadra di basket ha piÃ¹ anni di attivitÃ ,General,,Bing,"BASKET A FAENZA - ""In che squadra gioca mio figlio .... “In che squadra gioca mio figlio?” Una domanda che non ha una risposta scontata, se si pensa al mondo basket a Faenza. Capire in quale società gioca, o vuole giocare, il proprio figlio è un’impresa ardua, come testimoniano anche dialoghi tra genitori come questo:",2,2020
qGEN2282,quale squadra di basket ha piÃ¹ anni di attivitÃ ,General,,Bing,"Sport per Bambini: come scegliere lo sport più adatto InSalute. Per gli sport di squadra, invece, meglio avere pazienza e attendere i 7-8 anni: è a questa età infatti che i bambini sono in grado di apprezzare le attività collettive. I classici sport, come il calcio, il basket, la pallavolo, ma anche i meno comuni rugby e pallanuoto, oltre ad essere stimolanti e divertenti, permettono loro di sperimentare ...",3,2020
qGEN2283,quale squadra di basket ha piÃ¹ anni di attivitÃ ,General,,Bing,"Storia della pallacanestro - Wikipedia. La storia della pallacanestro è l'insieme di tutte le informazioni che riguardano questo sport di squadra, in ordine cronologico.Serve a ricostruirne l'evoluzione, seguendo gli sviluppi tecnici, tattici, regolamentari, dei personaggi e delle competizioni. La pallacanestro è stata inventata dall'insegnante di educazione fisica canadese James Naismith negli Stati Uniti d'America nel 1891.",4,2020
qGEN2284,quale squadra di basket ha piÃ¹ anni di attivitÃ ,General,,Bing,"ASD Futurosa #Forna Basket Trieste - Posts | Facebook. Fenomenale: nessun aggettivo meglio di questo può descrivere l’incredibile serata vissuta sabato, nella quale Futurosa Trieste ha festeggiato il traguardo dei 10 anni di attività. In un teatro Miela gremito fino al “sold-out”, le oltre 350 persone presenti hanno avuto l’occasione di riperc...",5,2020
qGEN2290,quali sono le regole del basket,General,,Bing,"Quali sono le regole del basket? - williamhillnews.it. Le regole del basket: le squadre e il gioco. Secondo le regole del basket, ogni squadra deve essere composta da 5 giocatori anche se l’allenatore può avere a disposizione una rosa di 12 atleti tra i quali effettuare cambi quando lo ritiene necessario, senza alcuna limitazione.",1,2020
qGEN2291,quali sono le regole del basket,General,,Bing,Regole basket: quali sono | Sport.Leonardo.it. Lo scopo di ognuna delle due squadre è quello di realizzare punti facendo passare la palla all’interno dell’anello del canestro avversario (fase offensiva) e di impedire ai giocatori dell’altra squadra di fare altrettanto (fase difensiva). Ogni partita dura 40 minuti suddivisi in 4 periodi ...,2,2020
qGEN2292,quali sono le regole del basket,General,,Bing,"Quali sono le regole del basket NBA - Lettera43 Guide. Quali sono le regole del basket NBA Il basket è uno sport molto diffuso e amato in tutto il mondo; due sono le principali associazioni che raggruppano le squadre più forti, ovvero la FIBA, che ...",3,2020
qGEN2293,quali sono le regole del basket,General,,Bing,"Regole principali del basket - parte 1 di 2 | Assituls. Queste sono le misure da regolamento dettate dalla FIBA: per le regole del basket NBA, invece, il campo è un po’ più grande: misura infatti circa 30 metri di lunghezza per 17 di larghezza. Analizziamo adesso tutte le linee che troviamo all’interno del campo, qual è la loro funzione e quali zone del campo vanno a delimitare.",4,2020
qGEN2294,quali sono le regole del basket,General,,Bing,"Regole del basket: scopriamo quali sono quelle .... Andiamo adesso a scoprire quali sono le regole principali di questo sport. Le fondamentali regole del basket. Una partita di basket prevede la presenza di due squadre composte da 5 giocatori ciascuna, con un numero di riserve che può arrivare fino a 7.",5,2020
qGEN2300,quanti giocatori ci sono in ogni squadra di basket,General,,Bing,"quanti giocatori ci sono in una scuadra di basket? | Yahoo .... convocati ad una partita da 10 a 12, poi si gioca in cinque con cambi illimitati a tempo fermo, il sesto uomo è quello che anche se non parte titolare è fondamentale ed entra in campo sapendo come aggiustare la partita.",1,2020
qGEN2301,quanti giocatori ci sono in ogni squadra di basket,General,,Bing,"quanti giocatori ci sono in una scuadra di basket? | Yahoo .... perfavore devo fare una ricerca di motoria e ho un urgente bisogno di sapere quanti soni i giocatori in una scuadra di palla canestro ????? ... Quanti giocatori ci sono in una scuadra di basket? ... allora in campo si gioca in 5 vs 5 ma ci devono essere almeno 10 giocatori per squadra, ( di solito i convocati sono massimo 12)",2,2020
qGEN2302,quanti giocatori ci sono in ogni squadra di basket,General,,Bing,"Componenti squadra di basket? | Yahoo Answers. Da quanti giocatori è composta di solito, in tutto (compresi quelli che stanno in panchina) una squadra di basket? Parlo di squadre non famose, di ragazzi di circa 18 anni.",3,2020
qGEN2303,quanti giocatori ci sono in ogni squadra di basket,General,,Bing,"Pallacanestro - Wikipedia. La pallacanestro, conosciuta anche come basket (AFI: [ˈbasket]; abbreviazione del termine in lingua inglese basketball), è uno sport di squadra in cui due formazioni di cinque giocatori ciascuna si affrontano per segnare con un pallone nel canestro avversario, secondo una serie di regole prefissate e con un punteggio che varia dalla posizione di tiro.",4,2020
qGEN2304,quanti giocatori ci sono in ogni squadra di basket,General,,Bing,"Come Diventare un Giocatore di Basket Professionista. Come Diventare un Giocatore di Basket Professionista. Ci sono 60 nuovissimi professionisti che vengono scelti ogni anno al draft NBA. Perché non dovresti essere uno di loro? Comincia ora a perfezionare le tue capacità di tiro, di difesa e d...",5,2020
qGEN2310,come viene classificato il leopardo delle nevi,General,,Bing,"Il leopardo delle nevi ""Reg.Ladakh/India"" - YouTube. ""Hemis P.N.-Ladakh\Jammu-kashmir…/India"" (NGW) Il leopardo delle nevi (Panthera uncia Schreber, 1775) è un felide di grossa taglia originario delle catene montuose dell'Asia centrale.",1,2020
qGEN2311,come viene classificato il leopardo delle nevi,General,,Bing,"Panthera uncia - Wikipedia. Tuttavia, recenti studi molecolari ne hanno confermato l'appartenenza al genere Panthera e la stretta parentela con la tigre (Panthera tigris). Mammal Species of the World continua ancora a chiamarlo Uncia uncia, ma la IUCN, aggiornata più spesso, ha già iniziato a chiamarlo nuovamente Panthera uncia.",2,2020
qGEN2312,come viene classificato il leopardo delle nevi,General,,Bing,"Leopardo delle Nevi | WWF Italy. Il leopardo delle nevi è una specie animale tutelata dal WWF. Questa specie animale presenta una pelliccia spessa, di color grigio fumo con piccole macchie e puntini scuri. La sopravvivenza del leopardo delle nevi è fortemente minacciata dalla distruzione del suo habitat naturale.",3,2020
qGEN2313,come viene classificato il leopardo delle nevi,General,,Bing,"Un leopardo delle nevi in Ticino - RSI Radiotelevisione .... News Ticino, Grigioni e Insubria ... RSI.ch LA 1 LA 2 Rete Uno Rete Due Rete Tre tastorosso Sadary a Magliaso (Ti Press/RSI) Ticino, Grigioni e Insubria. Un leopardo delle nevi in Ticino E ...",4,2020
qGEN2314,come viene classificato il leopardo delle nevi,General,,Bing,"IlRegnodeiFossili: Alcuni maschi del leopardo delle nevi .... Il leopardo delle nevi riesce a respirare tranquillamente l'aria fredda delle alte quote grazie alla fronte bombata, muso corto e fosse nasali particolarmente grandi. Non è presente la laringe nel leopardo delle nevi dove non è in grado quindi di ruggire. L'animale emette però fusa, sibili, miagolii, guaiti e ringhi.",5,2020
qGEN2320,cosa possiamo fare per aiutare le specie in via di estinzione,General,,Bing,"3 Modi per Aiutare gli Animali in Via di Estinzione - wikiHow 3 Modi per Aiutare gli Animali in Via di Estinzione - wikiHow 3 Modi per Aiutare gli Animali in Via di Estinzione - wikiHow. Come Aiutare gli Animali in Via di Estinzione. Secondo gli scienziati, nel corso della storia la Terra ha assistito a cinque ondate di estinzione di animali, tra cui quella dei dinosauri. Oggigiorno, molti credono che ne sia iniziata una... Come Aiutare gli Animali in Via di Estinzione. Secondo gli scienziati, nel corso della storia la Terra ha assistito a cinque ondate di estinzione di animali, tra cui quella dei dinosauri. Oggigiorno, molti credono che ne sia iniziata una... Come Aiutare gli Animali in Via di Estinzione. Secondo gli scienziati, nel corso della storia la Terra ha assistito a cinque ondate di estinzione di animali, tra cui quella dei dinosauri. Oggigiorno, molti credono che ne sia iniziata una...",1,2020
qGEN2321,cosa possiamo fare per aiutare le specie in via di estinzione,General,,Bing,"Come aiutare animali in via d'estinzione | Animali dal Mondo. Rovinare questi spazi incontaminati significa condannare a morte molte specie. In ogni caso, sembra che sia la mano dell'uomo a causare i danni più evidenti. Vediamo quindi come rimediare, per tentare di aiutare gli animali in via d'estinzione. Sono sempre più numerose le associazioni che ormai si occupano di questo problema in tutto il mondo.",2,2020
qGEN2322,cosa possiamo fare per aiutare le specie in via di estinzione,General,,Bing,"Animali a rischio estinzione: quali sono e cosa possiamo .... Animali a rischio estinzione: quali sono e cosa possiamo fare per salvarli. di Verdiana Paolucci - 26/03/2018 15:30 | aggiornato 26/03/2018 15:34. Un quarto del mondo animale rischia di scomparire: dalla tigre al leopardo delle nevi, conosciamo le specie vicine all'estinzione e cosa possiamo fare per salvarle.",3,2020
qGEN2323,cosa possiamo fare per aiutare le specie in via di estinzione,General,,Bing,"Animali in via di estinzione: come riconoscerli e perché è .... Quali specie rischiano di sparire per sempre. Cosa sono le liste rosse IUCN. Proteggere gli animali in pericolo. ... Ecco perché, quando parliamo di animali in via di estinzione, non possiamo non considerare gli habitat e le relazioni in esso contenute. ... Cosa possiamo fare per contrastare il fenomeno.",4,2020
qGEN2324,cosa possiamo fare per aiutare le specie in via di estinzione,General,,Bing,"Estinzione di specie animali - Portale per Studenti .... Almeno 33.000 specie di piante e 5.400 specie di animali sono a rischio di estinzione, rischiano cioè di sparire per sempre dalla faccia della Terra. Queste specie sono elencate nella Lista Rossa ...",5,2020
qGEN2330,quanti esemplari rimangono di leopardo delle nevi,General,,Bing,"Panthera uncia - Wikipedia. Il leopardo delle nevi (Panthera uncia Schreber, 1775) è un felide di grossa taglia originario delle catene montuose dell'Asia centrale.La sua classificazione è stata soggetta a cambiamenti negli ultimi anni e alcune autorità, come Mammal Species of the World e la CITES, continuano a chiamarlo con il vecchio nome Uncia uncia.Tuttavia, recenti analisi genetiche hanno chiaramente dimostrato ...",1,2020
qGEN2331,quanti esemplari rimangono di leopardo delle nevi,General,,Bing,WWF conteggia esemplari di leopardo delle nevi - Sputnik ... WWF conteggia esemplari di leopardo delle nevi - Sputnik .... Da febbraio a maggio in Russia sono stati condotti i conteggi di esemplari di leopardo delle nevi. L'iniziativa è stata condotta dal WWF. Con l'aiuto di scatti di macchine fotografiche ... Da febbraio a maggio in Russia sono stati condotti i conteggi di esemplari di leopardo delle nevi. L'iniziativa è stata condotta dal WWF. Con l'aiuto di scatti di macchine fotografiche ...,2,2020
qGEN2332,quanti esemplari rimangono di leopardo delle nevi,General,,Bing,"Il leopardo delle nevi | best5.it. Rarissimo e schivo, il leopardo delle nevi vive nei freddi habitat montani delle regioni più remote, ad alta e altissima quota. Individuarlo è difficilissimo e il suo comportamento è ancora avvolto dal mistero. È un animale solitario e passa gran parte del tempo perlustrando il territorio. Durante il giorno si aggira tra i monti in cerca di cibo.",3,2020
qGEN2333,quanti esemplari rimangono di leopardo delle nevi,General,,Bing,"Il leopardo delle nevi | I grandi felini Wiki | FANDOM .... caratteristiche. Modifica. il leopardo delle nevi puo arrivare a pesare i 70kg o anche i 90. n ha un morso di circa 240kg per le femmine o 270 per i maschi, ed fà dei salti lunghi 12 metri in lunghezza e persino 3 metri in altezza. corre a una velocità di circa 78 km/o e sa ruggire, il suo ruggito si sente fino a 1km di distanza o raramente 2.",4,2020
qGEN2334,quanti esemplari rimangono di leopardo delle nevi,General,,Bing,"Quanti leopardi delle nevi rimangono in Asia? Un .... Quanti leopardi delle nevi rimangono in Asia? Un quesito a cui i migliori esperti di Panthera uncia al mondo vorrebbero poter dare una risposta chiara. Nel 2015 una ong della Mongolia, Green ...",5,2020
qGEN2340,trova tre animali a rischio di estinzione,General,,Bing,"Specie a rischio - Wikipedia Specie a rischio - Wikipedia. Specie a rischio, sul sito del WWF, su wwf.it. U.S. Fish & Wildlife Service. Threatened and Endangered Species System (TESS). Endangered Species & Wetlands Report Independent print and online newsletter covering the ESA, wetlands and regulatory takings. Endangered species by continent, su earthsendangered.com. Specie a rischio, sul sito del WWF, su wwf.it. U.S. Fish & Wildlife Service. Threatened and Endangered Species System (TESS). Endangered Species & Wetlands Report Independent print and online newsletter covering the ESA, wetlands and regulatory takings. Endangered species by continent, su earthsendangered.com.",1,2020
qGEN2341,trova tre animali a rischio di estinzione,General,,Bing,"Specie animali in estinzione | WWF Italy. Migliaia di animali rischiano seriamente l'estinzione: è la costante denuncia dell'IUCN (International Union for Conservation of Nature), che ogni anno diffonde la Lista Rossa degli animali a rischio estinzione. Dall'anno della sua nascita, il WWF si batte per difendere le specie animali in via d'estinzione. Il panda, simbolo da sempre, fu ...",2,2020
qGEN2342,trova tre animali a rischio di estinzione,General,,Bing,"Animali in estinzione, sorpresa: il ritorno di tre specie. di Alessio Tellan. SACILE - Il 2017 è stato un anno di sorprese per la fauna del territorio. Animali a forte rischio estinzione e protetti dalle direttive internazionali sono ritornati a fare ...",3,2020
qGEN2343,trova tre animali a rischio di estinzione,General,,Bing,"Tre piante sarde a rischio di estinzione - Cronaca - la .... Tre piante sarde a rischio di estinzione . Il rapporto chiesto all’Italia dall’Ue segnala le specie animali e vegetali in pericolo, Sardegna la più esposta per la flora",4,2020
qGEN2344,trova tre animali a rischio di estinzione,General,,Bing,"Pulitissima: ANIMALI IN VIA DI ESTINZIONE. In passato era diffuso in Corea, Cina e Russia ma ora si trova ad alto rischio di estinzione a causa del bracconaggio. La vaquita, o focena del golfo di California, è una rara specie di focena. E’ originaria della parte settentrionale del golfo della California e alcune delle ultime stime conteggiano soltanto tra i 150 e i 200 esemplari ...",5,2020
qGEN2350,come si formano i vulcani,General,,Bing,"Vulcani: cosa sono, come si formano e quali sono quelli ... Vulcani: cosa sono, come si formano e quali sono quelli ... Vulcani: cosa sono, come si formano e quali sono quelli .... Vulcani italiani ormai estinti. I vulcani estinti sono quelli che destano minori preoccupazioni perchè la loro ultima eruzione risale a più di 10 mila anni fa: non rappresentano quindi alcun pericolo e tra questi troviamo il vulcano Salina, Amiata, Vico, Cimini, Vulsini, Isole Pontine, Roccamonfina, Vulture e Sabatini. Vulcani italiani ormai estinti. I vulcani estinti sono quelli che destano minori preoccupazioni perchè la loro ultima eruzione risale a più di 10 mila anni fa: non rappresentano quindi alcun pericolo e tra questi troviamo il vulcano Salina, Amiata, Vico, Cimini, Vulsini, Isole Pontine, Roccamonfina, Vulture e Sabatini. Vulcani italiani ormai estinti. I vulcani estinti sono quelli che destano minori preoccupazioni perchè la loro ultima eruzione risale a più di 10 mila anni fa: non rappresentano quindi alcun pericolo e tra questi troviamo il vulcano Salina, Amiata, Vico, Cimini, Vulsini, Isole Pontine, Roccamonfina, Vulture e Sabatini.",1,2020
qGEN2351,come si formano i vulcani,General,,Bing,"Alla scoperta del vulcano: com'é fatto? Dove si forma .... Come sono fatti i vulcani? Come si formano? Perché in alcuni luoghi della Terra ce ne sono molti e in altri nessuno? I vulcani sono spaccature della crosta terrestre da cui fuoriescono materiali allo stato liquido, solido e gassoso. La ...",2,2020
qGEN2352,come si formano i vulcani,General,,Bing,"Come si formano i vulcani - Lettera43 Guide. Come si formano i vulcani L'origine dei vulcani si spiega con la teoria della tettonica delle placche o zolle, secondo la quale la crosta terrestre è formata da diverse parti, le placche appunto ...",3,2020
qGEN2353,come si formano i vulcani,General,,Bing,"come si formano i vulcani? | Yahoo Answers. A contatto con l' acqua nei fondali oceanici si raffredda lentamente formando al centro dell' Atalantico una vera e propria catena montuosa. In alcuni punti addirittura emerge come in Islanda. Ma ci sono poi vulcani che si formano nei cosiddetti Punti Caldi della Terra, come quelli di tipi Awhaiano.",4,2020
qGEN2354,come si formano i vulcani,General,,Bing,"I vulcani: come si formano? Che cosa li alimenta? Quanti .... Scopri tutto sui vulcani: come si formano, la loro struttura, la loro classificazione, perché eruttano e cosa provocano nell'ambiente circostante quando ""si agitano"" troppo. Spettacolari e spaventosi al tempo stesso, i vulcani sono alcuni tra le più affascinanti strutture geologiche realizzate da Madre Natura.",5,2020
qGEN2360,in quale stato si trova il vulcano piÃ¹ piccolo,General,,Bing,Vulcano del Monte Busca – il Vulcano Più Piccolo d’Italia Vulcano del Monte Busca – il Vulcano Più Piccolo d’Italia Vulcano del Monte Busca – il Vulcano Più Piccolo d’Italia. Il Vulcano del Monte Busca è conosciuto come il vulcano più piccolo del mondo e si trova in Italia! Ecco come arrivarci e la sua storia accompagnata dalle immagini di questo fenomeno naturale. Il Vulcano del Monte Busca è conosciuto come il vulcano più piccolo del mondo e si trova in Italia! Ecco come arrivarci e la sua storia accompagnata dalle immagini di questo fenomeno naturale. Il Vulcano del Monte Busca è conosciuto come il vulcano più piccolo del mondo e si trova in Italia! Ecco come arrivarci e la sua storia accompagnata dalle immagini di questo fenomeno naturale.,1,2020
qGEN2361,in quale stato si trova il vulcano piÃ¹ piccolo,General,,Bing,"Etna - Wikipedia. Si racconta che Empedocle, un importante filosofo presocratico e uomo politico greco del V secolo a.C., si gettò nel cratere del vulcano per scoprire il segreto della sua attività eruttiva. Il suo corpo sarebbe stato in seguito restituito dal mare al largo della costa siciliana, anche se in realtà sembra che sia morto in Grecia.",2,2020
qGEN2362,in quale stato si trova il vulcano piÃ¹ piccolo,General,,Bing,"Il vulcano più piccolo del mondo!! - Recensioni su Vulcano .... Il più piccolo ""vulcano"" d'Italia si trova verso Tredozio- Portico San Benedetto sul Monte Busca , in un campo arato Può essere un'attrazione per i bambini perchè è un ""falò"" perennemente acceso determinato dalla fuoriuscita di metano E'di particolare affascinante quando c'è la neve.",3,2020
qGEN2363,in quale stato si trova il vulcano piÃ¹ piccolo,General,,Bing,"Isole Azzorre: dove si trovano, quando andare e cosa vedere. Vulcano di Pico: sull'isola di Pico sorge l'omonimo vulcano, alto ben 2.351 metri, dimensione che lo rende il terzo vulcano più grande di tutto l'Atlantico. Furna do Enxofre: la grotta, che si trova sull'isola Graciosa, permette di accedere al Lagoa do Styx, un piccolo lago di origine vulcanica che si trova sotto il livello del mare.",4,2020
qGEN2364,in quale stato si trova il vulcano piÃ¹ piccolo,General,,Bing,"Domenica 4 novembre – Tredozio: il vulcano più piccolo del .... Il vulcano del Monte Busca è conosciuto anche per essere il vulcano più piccolo del mondo e si trova proprio in Italia, sulle colline romagnole tra la val Tramazzo e la val Montone. Come suggerisce il nome il vulcano si trova proprio sul monte Busca, che raggiunge un’altitudine di 740 metri sul livello del mare e dista circa 15 minuti da ...",5,2020
